degradation,level,id_code,raw_psnr,raw_ssim,clahe_psnr,clahe_ssim,genai_psnr,genai_ssim,cold_diff_psnr,cold_diff_ssim,swinir_gan_psnr,swinir_gan_ssim,ddpm_psnr,ddpm_ssim,ddpm_path_psnr,ddpm_path_ssim
exposure,mid,cadde4030858,12.439782426853782,0.61564535,14.97253024376198,0.6541603,12.427257445095528,0.61401415,21.38309787433329,0.8272087,25.17512536188007,0.80908036,8.923359739204766,0.025280112,12.498614284553955,0.5973318
exposure,mid,57469423a012,14.828477248753206,0.622426,16.896995162965855,0.6669846,14.85171122545276,0.61563206,23.813847954441115,0.8411978,19.807503274409438,0.7254879,8.093757994770787,0.019042164,15.057715708487784,0.56466514
exposure,mid,881ec6186e68,12.240914327220407,0.6266887,14.656163741395519,0.55423725,12.201331809459234,0.63311905,21.39811895839609,0.80006105,24.347910308776825,0.7566404,8.359007168228814,0.022118146,12.295514550059588,0.6102145
exposure,mid,40140a925c43,11.287661678673064,0.6513798,12.807749735967109,0.5656288,11.282618399146456,0.6289582,20.50152226673795,0.8137753,14.735222138467016,0.63986725,8.184298494369543,0.021948546,11.38477082887247,0.63217425
exposure,mid,650fbed3fdca,12.81703994503598,0.6358941,14.721795744511708,0.7180546,12.868524637221592,0.65386766,21.869530394683885,0.85648394,26.864038339792288,0.8491222,8.647511342173027,0.023168815,12.937298797859611,0.6275992
exposure,mid,2cceb07ff706,13.484652245453024,0.6587754,15.658361296289968,0.66625595,13.521567441660718,0.6743832,22.501115059828866,0.8610727,28.22229010680925,0.85187554,8.41326710480066,0.021499619,13.615415102503688,0.6442333
exposure,mid,710b05a96e0f,17.508816172899234,0.67180043,21.01582304453491,0.7536201,17.585111990249903,0.66548276,25.98666658842847,0.8790582,20.067175016828912,0.7008283,7.729603333993234,0.017785665,18.00104664345297,0.67059964
exposure,mid,ab7991df166b,18.2969824445073,0.68740886,21.031473454516526,0.69494253,18.324614637270336,0.6831487,27.17210035235622,0.90505415,17.613305556588056,0.77404284,7.66586419490006,0.017641848,18.784856761939764,0.66514045
exposure,mid,3f73c91b7e32,14.53148403366318,0.63543624,16.58134117080141,0.68570805,14.617904434807949,0.655823,23.613944957532627,0.87028676,25.785096619495185,0.8175268,8.374525620871065,0.021963445,14.837399302506443,0.60063064
exposure,mid,cd1c98ec48b1,12.560725813921685,0.7123099,14.534307234526377,0.48921254,12.5696839373607,0.6976525,21.71653811007435,0.8533706,23.214581629970187,0.7116813,8.101217543692723,0.020533875,12.674190307449908,0.7019885
exposure,mid,cc12453ea915,14.349269813112942,0.61003435,17.044810649815453,0.71353453,14.34346522672572,0.62151295,23.21792250341315,0.8415682,22.902988721447528,0.77269864,8.501357868905455,0.021878103,14.583736184699612,0.5710709
exposure,mid,200d947f75db,15.111457035451881,0.6303422,18.02447332744593,0.7272317,15.168726678483441,0.64065856,23.875198496685762,0.84419584,21.55371336863094,0.72347265,8.523333337584079,0.022054309,15.279848986200623,0.6181702
exposure,mid,62318d514160,14.235612639346026,0.6222363,16.77795667875224,0.67641324,14.267102604840566,0.624693,23.133302012271493,0.8524186,26.326376712163416,0.8056879,8.303748872785784,0.02114372,14.399489005209569,0.57745224
exposure,mid,555d0bef3c5b,12.521189614989613,0.62709045,15.13739541226987,0.6833062,12.56780021550413,0.6311781,21.394684886844686,0.84742635,22.105265603001317,0.76448554,9.623510531031895,0.028850911,12.65153217365148,0.6212943
exposure,mid,1b4625877527,14.253139333548084,0.6503931,17.0246594042039,0.6896232,14.303308705280067,0.6566994,23.1954325668184,0.8648556,20.866815664389087,0.74562216,8.657015995090104,0.023066878,14.50091895353678,0.6498512
exposure,mid,22325552a4e3,13.349308626477136,0.6309494,15.25766085588492,0.6560486,13.368016713450752,0.65037745,22.38431247432871,0.8536652,21.271424945610832,0.752541,8.04546043385218,0.019442998,13.474475410081988,0.5675569
exposure,mid,a3802934bad7,12.221669997408327,0.61231655,14.007299531331071,0.71189785,12.24536573468491,0.6142905,22.649639412126795,0.8537293,18.244741861654735,0.74181056,9.177649325048097,0.024554126,12.323293499306043,0.5775655
exposure,mid,a4d4b69f7404,15.344117177062005,0.62418514,18.383737846782836,0.7689722,15.38867637550204,0.63578576,24.01949181865289,0.86660534,20.43966276256635,0.7263935,8.663461313709316,0.02300589,15.516339726448635,0.59712976
